,State,County,"Male obesity prevalence, 2001 (%)","Female obesity prevalence, 2001 (%)","Male obesity prevalence, 2009 (%)","Female obesity  prevalence, 2009 (%)","Male obesity  prevalence, 2011* (%)","Female obesity prevalence, 2011* (%)","Difference in male obesity prevalence, 2001-2009 (percentage points)","Difference in female obesity prevalence, 2001-2009 (percentage points)"
2425,South Dakota,Edmunds,31.7,30.6,35.6,35.6,37.0,36.6,3.9,5.0
2426,South Dakota,Fall River,26.5,26.2,34.0,35.3,35.2,35.6,7.6,9.1
2427,South Dakota,Faulk,34.0,32.1,36.6,36.6,37.8,37.6,2.6,4.5
2428,South Dakota,Grant,31.3,29.6,36.2,35.7,37.4,36.6,4.9,6.1
2429,South Dakota,Gregory,31.3,30.8,34.9,36.7,36.2,37.6,3.6,5.9
2430,South Dakota,Haakon,25.7,27.0,32.0,31.8,33.2,32.6,6.3,4.8
2431,South Dakota,Hamlin,31.1,30.6,35.3,35.2,36.5,36.2,4.2,4.7
2432,South Dakota,Hand,31.1,30.6,36.2,34.2,37.4,34.9,5.0,3.6
2433,South Dakota,Hanson,30.8,30.2,37.7,35.1,38.8,35.9,6.9,4.9
2434,South Dakota,Harding,27.3,26.9,35.8,36.7,37.0,37.5,8.5,9.8
2435,South Dakota,Hughes,29.4,29.0,34.6,35.8,36.0,36.1,5.2,6.8
2436,South Dakota,Hutchinson,30.9,30.4,37.7,36.4,39.0,37.4,6.8,6.0
2437,South Dakota,Hyde,32.2,31.5,36.8,37.7,38.1,38.3,4.6,6.2
2438,South Dakota,Jackson,30.4,36.5,37.2,46.3,38.4,46.5,6.8,9.8
2439,South Dakota,Jerauld,30.4,30.2,35.8,35.0,37.0,35.7,5.4,4.8
2440,South Dakota,Jones,29.0,27.7,35.5,36.0,36.6,36.5,6.4,8.3
2441,South Dakota,Kingsbury,31.3,29.2,35.1,33.5,36.4,34.3,3.8,4.3
2442,South Dakota,Lake,30.0,28.0,33.9,33.0,35.0,33.5,3.9,5.0
2443,South Dakota,Lawrence,22.3,24.5,31.4,29.9,32.6,30.5,9.1,5.4
2444,South Dakota,Lincoln,25.7,23.3,33.0,32.3,34.4,33.3,7.3,9.0
2445,South Dakota,Lyman,33.7,36.0,36.9,43.1,38.0,43.6,3.1,7.1
2446,South Dakota,Marshall,33.4,35.4,36.1,37.4,37.2,38.2,2.6,2.0
2447,South Dakota,McCook,28.6,28.8,34.6,33.3,35.8,34.2,6.0,4.5
2448,South Dakota,McPherson,33.3,35.5,38.5,40.0,39.7,40.8,5.2,4.5
2449,South Dakota,Meade,25.0,27.9,32.3,33.5,33.5,34.4,7.2,5.6
2450,South Dakota,Mellette,34.4,39.1,37.6,48.6,38.9,49.1,3.2,9.5
2451,South Dakota,Miner,30.0,29.9,33.5,33.0,34.7,33.8,3.5,3.1
2452,South Dakota,Minnehaha,28.2,25.3,35.3,33.6,36.5,34.5,7.2,8.2
2453,South Dakota,Moody,29.3,29.8,34.4,34.9,35.6,35.8,5.2,5.0
2454,South Dakota,Pennington,22.4,25.4,32.7,31.2,33.8,32.1,10.4,5.8
2455,South Dakota,Perkins,30.7,29.6,35.3,36.5,36.5,37.0,4.6,6.9
2456,South Dakota,Potter,29.7,27.3,34.5,34.3,35.8,35.0,4.8,7.0
2457,South Dakota,Roberts,33.5,35.3,36.5,41.1,37.6,41.7,3.0,5.8
2458,South Dakota,Sanborn,30.9,30.7,38.4,36.0,39.6,36.8,7.5,5.2
2459,South Dakota,Shannon,35.3,47.0,38.8,57.8,40.0,57.7,3.5,10.7
2460,South Dakota,Spink,32.1,33.1,36.4,34.8,37.5,35.5,4.3,1.6
2461,South Dakota,Stanley,30.5,28.0,35.5,35.0,36.4,35.7,4.9,7.0
2462,South Dakota,Sully,31.6,29.0,35.2,34.8,36.4,35.3,3.6,5.7
2463,South Dakota,Todd,33.4,45.9,37.5,54.8,38.7,55.3,4.2,8.9
2464,South Dakota,Tripp,30.1,32.3,35.4,37.5,36.5,38.2,5.3,5.2
2465,South Dakota,Turner,28.1,29.0,36.8,34.2,38.1,35.0,8.8,5.2
2466,South Dakota,Union,28.1,25.6,35.3,34.3,36.4,35.0,7.2,8.7
2467,South Dakota,Walworth,31.5,32.6,35.7,37.6,36.9,38.4,4.3,5.0
2468,South Dakota,Yankton,27.1,27.4,35.9,32.8,37.0,33.6,8.8,5.4
2469,South Dakota,Ziebach,39.9,47.6,37.1,55.2,38.6,54.1,-2.8,7.5
2470,Tennessee,,28.9,31.4,35.0,38.9,36.1,39.9,6.1,7.5
2471,Tennessee,Anderson,27.6,28.1,34.8,36.9,36.0,37.7,7.2,8.7
2472,Tennessee,Bedford,29.9,34.1,39.5,41.8,40.8,42.8,9.6,7.6
2473,Tennessee,Benton,32.0,32.9,39.2,40.6,40.5,41.5,7.2,7.7
2474,Tennessee,Bledsoe,32.6,33.8,39.8,41.7,41.2,42.3,7.2,7.9
2475,Tennessee,Blount,28.5,29.6,33.8,36.1,34.8,37.4,5.2,6.5
2476,Tennessee,Bradley,30.5,32.1,35.8,36.6,36.8,38.1,5.3,4.5
2477,Tennessee,Campbell,33.7,35.2,39.3,43.0,40.5,44.3,5.6,7.9
2478,Tennessee,Cannon,29.2,31.7,37.6,40.5,38.8,42.5,8.3,8.8
2479,Tennessee,Carroll,32.3,36.6,37.2,44.5,38.4,45.6,4.9,7.9
2480,Tennessee,Carter,31.3,31.8,35.6,41.0,36.7,41.3,4.3,9.2
2481,Tennessee,Cheatham,28.9,28.5,36.9,37.3,38.1,38.6,8.0,8.8
2482,Tennessee,Chester,31.1,33.2,38.1,45.0,39.4,46.5,7.0,11.8
2483,Tennessee,Claiborne,32.8,35.1,39.1,39.3,40.2,41.0,6.2,4.2
2484,Tennessee,Clay,32.5,36.5,40.4,44.2,41.7,45.1,7.9,7.7
2485,Tennessee,Cocke,34.0,34.8,37.3,41.8,38.5,43.1,3.3,7.0
2486,Tennessee,Coffee,27.7,30.1,35.9,39.7,37.0,41.2,8.2,9.6
2487,Tennessee,Crockett,31.5,38.1,36.8,43.9,38.2,45.0,5.3,5.8
2488,Tennessee,Cumberland,29.3,30.0,36.3,34.3,37.6,35.2,7.0,4.4
2489,Tennessee,Davidson,25.7,30.4,31.1,37.3,32.0,38.4,5.4,7.0
2490,Tennessee,Decatur,31.9,32.5,37.9,40.3,39.1,41.3,6.1,7.8
2491,Tennessee,DeKalb,31.8,32.6,38.8,40.8,40.0,41.6,6.9,8.2
2492,Tennessee,Dickson,28.6,29.7,36.4,38.2,37.6,39.1,7.8,8.5
2493,Tennessee,Dyer,31.4,36.5,36.3,43.3,37.6,43.9,4.9,6.8
2494,Tennessee,Fayette,31.1,35.3,37.5,43.4,39.0,44.6,6.4,8.0
2495,Tennessee,Fentress,31.9,35.3,41.8,41.1,43.1,42.0,9.9,5.8
2496,Tennessee,Franklin,29.3,31.5,36.9,38.9,38.1,40.1,7.7,7.3
2497,Tennessee,Gibson,31.6,38.4,37.1,42.9,38.3,43.9,5.5,4.5
2498,Tennessee,Giles,30.8,33.4,39.5,41.8,40.8,42.6,8.6,8.4
2499,Tennessee,Grainger,30.8,35.4,39.6,39.9,40.9,41.1,8.8,4.5
2500,Tennessee,Greene,31.0,31.3,34.5,42.2,35.7,44.1,3.5,10.9
2501,Tennessee,Grundy,33.5,37.3,41.5,43.4,42.6,44.8,8.1,6.1
2502,Tennessee,Hamblen,29.4,31.2,36.0,38.2,37.2,39.7,6.6,7.0
2503,Tennessee,Hamilton,30.6,30.5,35.1,35.3,36.2,36.6,4.6,4.8
2504,Tennessee,Hancock,32.4,38.6,39.0,44.1,40.2,45.2,6.6,5.5
2505,Tennessee,Hardeman,32.9,40.2,40.4,51.0,41.5,52.1,7.5,10.8
2506,Tennessee,Hardin,30.9,31.9,35.9,40.0,37.0,41.4,5.0,8.1
2507,Tennessee,Hawkins,29.0,32.7,36.3,41.3,37.5,42.0,7.3,8.6
2508,Tennessee,Haywood,33.8,43.3,38.7,50.7,40.0,52.0,4.9,7.4
2509,Tennessee,Henderson,30.9,33.0,37.4,42.1,38.7,43.4,6.5,9.1
2510,Tennessee,Henry,29.5,31.0,35.8,40.9,36.9,41.6,6.3,9.9
2511,Tennessee,Hickman,32.3,31.9,39.5,39.5,40.7,40.8,7.2,7.6
2512,Tennessee,Houston,30.0,32.8,38.0,40.1,39.2,40.8,8.1,7.3
2513,Tennessee,Humphreys,30.7,30.6,38.1,37.9,39.3,39.1,7.4,7.4
2514,Tennessee,Jackson,32.4,33.9,40.6,42.5,41.9,43.8,8.2,8.6
2515,Tennessee,Jefferson,29.6,30.7,36.3,34.7,37.5,35.4,6.7,4.0
2516,Tennessee,Johnson,32.7,33.0,36.6,42.7,37.9,42.6,3.9,9.7
2517,Tennessee,Knox,26.0,28.5,32.4,34.6,33.5,35.3,6.4,6.1
2518,Tennessee,Lake,35.9,40.8,42.1,51.1,43.4,52.1,6.2,10.3
2519,Tennessee,Lauderdale,35.1,42.6,39.5,47.8,40.7,49.8,4.4,5.2
2520,Tennessee,Lawrence,31.9,34.5,38.0,38.6,39.2,39.4,6.1,4.0
2521,Tennessee,Lewis,31.5,32.2,39.2,40.0,40.5,41.0,7.7,7.8
2522,Tennessee,Lincoln,30.8,34.3,38.5,39.4,39.8,40.5,7.7,5.1
2523,Tennessee,Loudon,29.2,29.7,34.8,36.5,36.0,37.1,5.6,6.8
2524,Tennessee,Macon,33.6,35.3,38.9,41.1,40.1,42.3,5.3,5.8
2525,Tennessee,Madison,28.9,36.2,33.9,45.0,35.0,46.0,5.0,8.9
2526,Tennessee,Marion,33.3,33.8,38.8,39.2,40.1,39.7,5.6,5.3
2527,Tennessee,Marshall,29.9,34.0,39.6,40.1,40.8,41.1,9.6,6.1
2528,Tennessee,Maury,29.0,29.7,38.1,39.1,39.3,40.2,9.0,9.3
2529,Tennessee,McMinn,29.8,33.1,36.3,39.3,37.5,40.4,6.5,6.1
2530,Tennessee,McNairy,30.8,30.6,36.1,42.8,37.3,43.7,5.3,12.3
2531,Tennessee,Meigs,34.1,35.4,38.9,40.4,40.1,41.6,4.8,5.0
2532,Tennessee,Monroe,30.1,33.1,36.4,42.6,37.5,43.8,6.3,9.5
2533,Tennessee,Montgomery,26.7,29.9,35.1,38.0,36.3,39.3,8.4,8.1
2534,Tennessee,Moore,29.0,30.5,39.2,40.4,40.5,41.0,10.1,9.9
2535,Tennessee,Morgan,32.4,32.9,38.5,38.6,39.7,39.9,6.1,5.7
2536,Tennessee,Obion,31.6,32.1,38.3,41.6,39.5,42.8,6.6,9.5
2537,Tennessee,Overton,32.0,33.8,40.1,40.3,41.4,41.8,8.1,6.5
2538,Tennessee,Perry,32.7,32.7,39.4,39.9,40.7,40.6,6.8,7.2
2539,Tennessee,Pickett,31.6,34.8,38.8,40.9,40.0,41.6,7.2,6.1
2540,Tennessee,Polk,30.0,34.3,35.4,38.3,36.6,39.1,5.4,4.0
2541,Tennessee,Putnam,28.8,28.6,37.2,35.4,38.4,36.6,8.5,6.8
2542,Tennessee,Rhea,33.3,33.8,38.8,40.8,40.0,41.9,5.5,7.0
2543,Tennessee,Roane,30.4,30.1,36.8,38.4,38.0,39.8,6.4,8.3
2544,Tennessee,Robertson,29.2,30.7,37.3,37.6,38.5,38.7,8.1,7.0
2545,Tennessee,Rutherford,27.3,30.1,34.3,38.4,35.5,39.1,7.0,8.3
2546,Tennessee,Scott,32.1,33.7,38.0,41.5,39.4,42.4,5.9,7.7
2547,Tennessee,Sequatchie,31.4,31.8,39.5,39.5,40.7,40.6,8.1,7.7
2548,Tennessee,Sevier,30.2,31.2,34.4,34.6,35.6,35.8,4.2,3.3
2549,Tennessee,Shelby,28.9,33.7,34.1,43.7,35.1,44.6,5.2,10.0
2550,Tennessee,Smith,31.3,31.7,38.8,39.0,40.1,39.8,7.5,7.4
2551,Tennessee,Stewart,29.3,30.1,37.1,36.8,38.2,37.5,7.8,6.7
2552,Tennessee,Sullivan,27.7,28.4,35.5,37.1,36.7,38.3,7.8,8.8
2553,Tennessee,Sumner,27.7,28.0,34.8,34.8,36.0,35.6,7.1,6.8
2554,Tennessee,Tipton,31.3,32.1,36.5,40.8,37.8,41.6,5.2,8.7
2555,Tennessee,Trousdale,32.1,35.2,38.4,40.4,39.6,41.7,6.3,5.2
2556,Tennessee,Unicoi,31.7,32.8,36.2,40.9,37.4,42.0,4.6,8.1
2557,Tennessee,Union,32.5,37.2,39.9,41.5,41.2,42.1,7.4,4.3
2558,Tennessee,Van Buren,33.4,34.7,39.3,39.5,40.6,40.2,5.9,4.8
2559,Tennessee,Warren,30.9,32.5,38.6,39.3,39.8,40.6,7.7,6.8
2560,Tennessee,Washington,26.8,27.6,30.8,36.2,31.8,37.2,3.9,8.6
2561,Tennessee,Wayne,32.6,35.0,37.3,38.5,38.4,40.1,4.7,3.5
2562,Tennessee,Weakley,30.3,33.1,36.0,41.7,37.3,42.5,5.7,8.5
2563,Tennessee,White,33.1,33.0,38.3,36.9,39.5,37.9,5.1,3.9
2564,Tennessee,Williamson,23.0,23.2,29.6,27.9,30.6,28.9,6.6,4.8
2565,Tennessee,Wilson,26.7,28.5,34.5,37.1,35.7,38.3,7.8,8.6
2566,Texas,,27.7,31.3,34.9,38.0,36.0,38.9,7.2,6.7
2567,Texas,Anderson,31.1,33.1,36.9,37.4,38.2,38.1,5.9,4.3
2568,Texas,Andrews,30.1,34.8,38.6,40.9,39.6,41.6,8.5,6.1
2569,Texas,Angelina,30.8,34.9,36.6,41.2,37.7,42.2,5.8,6.3
2570,Texas,Aransas,31.5,33.8,36.0,38.7,37.1,39.8,4.5,4.9
2571,Texas,Archer,28.3,28.8,36.4,36.0,37.6,37.0,8.1,7.2
2572,Texas,Armstrong,28.9,29.3,34.7,34.3,35.9,35.3,5.9,5.0
2573,Texas,Atascosa,28.3,35.2,34.7,40.7,35.8,41.9,6.5,5.4
2574,Texas,Austin,30.5,32.3,36.7,38.0,37.7,39.0,6.1,5.8
2575,Texas,Bailey,28.8,34.5,36.7,41.0,37.8,41.6,7.8,6.5
2576,Texas,Bandera,28.2,30.4,37.1,35.9,38.4,36.6,8.9,5.5
2577,Texas,Bastrop,26.0,31.7,35.3,37.7,36.5,38.4,9.3,6.0
2578,Texas,Baylor,30.2,31.9,34.4,36.8,35.2,37.4,4.2,4.9
2579,Texas,Bee,29.0,33.3,37.9,42.6,39.1,43.4,8.9,9.3
2580,Texas,Bell,25.8,31.9,32.4,36.9,33.6,37.7,6.7,5.1
2581,Texas,Bexar,27.5,34.4,35.9,40.5,37.4,41.1,8.4,6.0
2582,Texas,Blanco,24.7,29.0,32.6,32.0,33.8,32.7,7.9,2.9
2583,Texas,Borden,27.3,28.1,35.3,36.2,36.5,37.1,7.9,8.1
2584,Texas,Bosque,30.0,30.7,36.4,37.5,37.5,38.7,6.3,6.8
2585,Texas,Bowie,28.7,33.2,37.5,37.6,38.7,38.3,8.8,4.3
2586,Texas,Brazoria,30.4,29.9,33.0,35.1,33.9,35.9,2.6,5.1
2587,Texas,Brazos,26.1,30.0,33.8,36.1,34.9,36.8,7.7,6.1
2588,Texas,Brewster,26.4,29.4,33.6,36.1,34.8,36.7,7.2,6.7
2589,Texas,Briscoe,29.2,31.6,36.1,38.1,37.1,38.8,6.9,6.4
2590,Texas,Brooks,29.7,39.5,41.1,49.8,42.3,50.9,11.4,10.3
2591,Texas,Brown,29.4,33.7,35.7,36.1,36.9,37.4,6.3,2.5
2592,Texas,Burleson,30.2,35.7,38.9,39.8,40.0,41.0,8.7,4.1
2593,Texas,Burnet,26.4,30.1,33.7,33.3,34.7,34.5,7.3,3.2
2594,Texas,Caldwell,26.8,33.1,35.9,42.1,36.9,43.1,9.1,9.0
2595,Texas,Calhoun,29.0,32.9,36.3,38.9,37.3,39.9,7.3,6.0
2596,Texas,Callahan,28.4,31.7,37.0,34.8,38.2,35.7,8.6,3.1
2597,Texas,Cameron,30.4,40.5,40.7,46.0,41.9,46.7,10.3,5.5
2598,Texas,Camp,31.4,34.9,39.0,42.4,40.1,43.4,7.5,7.5
2599,Texas,Carson,28.2,29.7,36.4,34.6,37.5,35.4,8.2,4.9
2600,Texas,Cass,31.3,35.3,38.7,40.8,40.0,41.4,7.4,5.5
2601,Texas,Castro,30.9,35.1,37.3,41.5,38.3,41.9,6.4,6.3
2602,Texas,Chambers,31.0,32.7,35.6,37.1,36.8,38.1,4.6,4.4
2603,Texas,Cherokee,30.5,34.8,36.8,42.5,37.9,43.1,6.2,7.7
2604,Texas,Childress,30.6,34.3,34.7,38.9,35.8,39.5,4.1,4.5
2605,Texas,Clay,29.6,28.4,36.5,35.1,37.6,36.0,6.9,6.7
2606,Texas,Cochran,30.0,36.7,37.8,43.1,38.8,43.8,7.8,6.4
2607,Texas,Coke,28.7,30.7,34.7,37.1,35.7,37.6,6.0,6.4
2608,Texas,Coleman,30.3,33.8,37.4,39.0,38.8,39.1,7.2,5.2
2609,Texas,Collin,25.5,23.8,28.7,28.7,29.5,29.7,3.2,4.9
2610,Texas,Collingsworth,29.3,32.3,37.8,40.1,38.7,41.2,8.5,7.8
2611,Texas,Colorado,29.7,34.1,34.6,41.1,35.7,42.0,4.9,7.1
2612,Texas,Comal,25.1,31.6,34.1,32.9,35.1,33.7,9.0,1.3
2613,Texas,Comanche,30.1,33.6,37.4,38.3,38.4,39.2,7.3,4.8
2614,Texas,Concho,29.3,33.9,32.5,39.8,33.5,40.7,3.2,5.8
2615,Texas,Cooke,29.3,28.9,37.8,38.2,38.9,38.8,8.5,9.3
2616,Texas,Coryell,28.6,32.8,34.2,37.7,35.2,38.5,5.5,5.0
2617,Texas,Cottle,31.0,35.9,38.2,43.1,39.3,43.6,7.2,7.2
2618,Texas,Crane,29.3,33.5,38.8,40.8,40.0,41.3,9.5,7.3
2619,Texas,Crockett,29.3,34.1,40.9,43.6,42.0,44.6,11.6,9.5
2620,Texas,Crosby,30.0,36.0,36.8,43.0,37.9,43.5,6.8,7.0
2621,Texas,Culberson,29.0,37.9,36.0,44.6,37.2,46.0,7.0,6.8
2622,Texas,Dallam,29.8,32.6,36.9,38.7,38.1,39.4,7.0,6.0
2623,Texas,Dallas,26.9,30.5,33.9,38.7,35.2,39.4,7.0,8.2
2624,Texas,Dawson,30.5,36.0,39.0,44.5,40.3,45.1,8.5,8.5
2625,Texas,Deaf Smith,30.4,37.2,37.1,42.8,38.1,43.8,6.8,5.7
2626,Texas,Delta,29.2,31.8,36.3,39.5,37.3,40.6,7.1,7.8
2627,Texas,Denton,26.9,24.3,35.0,34.8,36.2,35.5,8.1,10.4
2628,Texas,DeWitt,30.1,35.1,37.7,39.2,38.9,39.8,7.6,4.1
2629,Texas,Dickens,29.2,34.1,37.4,42.2,38.7,42.9,8.2,8.1
2630,Texas,Dimmit,29.2,40.3,41.9,47.9,43.2,48.2,12.7,7.5
2631,Texas,Donley,29.9,32.0,36.4,38.1,37.6,38.8,6.5,6.1
2632,Texas,Duval,27.1,36.7,38.0,42.7,39.1,43.8,10.9,6.1
2633,Texas,Eastland,30.7,33.5,39.3,38.1,40.7,39.0,8.6,4.6
2634,Texas,Ector,29.7,34.9,37.9,43.1,38.9,43.4,8.2,8.1
2635,Texas,Edwards,28.2,33.9,36.0,42.5,37.3,43.3,7.9,8.6
2636,Texas,El Paso,26.1,33.4,34.5,39.3,35.9,40.4,8.4,5.9
2637,Texas,Ellis,29.0,30.2,36.1,37.8,37.2,38.7,7.1,7.6
2638,Texas,Erath,28.7,29.4,36.0,36.9,37.0,37.5,7.3,7.5
2639,Texas,Falls,32.4,40.2,36.9,44.4,38.0,45.7,4.4,4.2
2640,Texas,Fannin,30.8,32.3,35.5,37.4,36.6,38.6,4.7,5.1
2641,Texas,Fayette,29.9,31.9,35.2,38.7,36.2,39.8,5.4,6.7
2642,Texas,Fisher,27.9,31.6,34.8,37.1,36.0,37.0,6.9,5.5
2643,Texas,Floyd,30.1,35.2,37.3,41.7,38.4,41.9,7.2,6.5
2644,Texas,Foard,30.2,32.2,38.0,42.4,39.1,42.5,7.8,10.2
2645,Texas,Fort Bend,26.5,27.2,31.7,31.2,32.6,32.0,5.2,4.0
2646,Texas,Franklin,28.3,29.5,37.5,38.1,38.6,39.2,9.2,8.7
2647,Texas,Freestone,30.3,31.8,37.5,39.7,38.7,40.5,7.2,7.9
2648,Texas,Frio,29.4,39.0,36.2,46.2,37.2,47.3,6.8,7.1
2649,Texas,Gaines,33.2,38.6,41.3,45.8,42.3,46.7,8.1,7.2
2650,Texas,Galveston,28.8,30.4,32.2,36.5,33.3,37.3,3.4,6.1
2651,Texas,Garza,28.8,34.6,39.1,45.5,40.3,47.2,10.3,10.9
2652,Texas,Gillespie,26.0,26.9,32.1,32.0,33.3,33.0,6.1,5.1
2653,Texas,Glasscock,29.3,32.5,35.9,35.8,36.8,36.4,6.6,3.3
2654,Texas,Goliad,28.8,32.4,34.9,35.3,36.0,36.1,6.0,2.9
2655,Texas,Gonzales,30.4,35.6,37.7,44.3,38.8,45.5,7.4,8.8
2656,Texas,Gray,30.7,32.3,37.9,38.6,39.0,39.0,7.3,6.3
2657,Texas,Grayson,28.2,29.4,33.8,34.6,34.9,35.7,5.7,5.2
2658,Texas,Gregg,28.4,32.9,38.6,39.9,39.7,41.0,10.1,6.9
2659,Texas,Grimes,30.8,35.9,40.1,42.2,41.3,43.1,9.3,6.3
2660,Texas,Guadalupe,27.5,31.9,36.3,40.6,37.5,41.3,8.8,8.7
2661,Texas,Hale,30.7,34.0,37.7,40.3,38.7,41.7,7.0,6.2
2662,Texas,Hall,31.2,36.9,38.0,42.6,38.9,43.3,6.7,5.8
2663,Texas,Hamilton,28.7,30.9,35.0,35.5,36.3,36.5,6.4,4.6
2664,Texas,Hansford,28.7,32.4,38.6,38.0,39.6,38.7,9.9,5.6
2665,Texas,Hardeman,29.5,31.9,33.6,38.0,34.8,38.8,4.1,6.1
2666,Texas,Hardin,29.0,31.1,36.7,40.8,37.8,41.9,7.6,9.7
2667,Texas,Harris,27.8,30.8,33.8,37.4,35.0,38.6,6.0,6.5
2668,Texas,Harrison,31.3,32.6,41.4,41.9,42.5,42.9,10.1,9.4
2669,Texas,Hartley,28.9,31.1,38.0,38.6,39.2,39.4,9.1,7.5
2670,Texas,Haskell,29.8,32.5,36.2,40.2,37.3,41.2,6.4,7.8
2671,Texas,Hays,23.2,28.5,33.8,36.3,35.1,36.4,10.6,7.8
2672,Texas,Hemphill,28.1,29.2,36.5,36.8,37.7,38.1,8.4,7.6
2673,Texas,Henderson,30.5,31.8,36.6,39.2,37.7,39.6,6.1,7.4
2674,Texas,Hidalgo,31.5,42.3,43.0,48.4,44.2,49.4,11.5,6.1
2675,Texas,Hill,31.5,33.1,36.9,40.5,38.0,41.7,5.4,7.4
2676,Texas,Hockley,29.9,32.9,37.3,39.3,38.3,40.2,7.3,6.4
2677,Texas,Hood,28.7,27.4,35.8,35.1,36.9,35.9,7.1,7.6
2678,Texas,Hopkins,29.2,31.8,39.9,41.3,41.2,42.2,10.8,9.5
2679,Texas,Houston,30.2,35.4,37.9,40.9,39.1,41.6,7.8,5.5
2680,Texas,Howard,27.9,32.6,37.5,40.9,38.7,42.2,9.6,8.3
2681,Texas,Hudspeth,30.5,39.7,37.9,47.7,39.1,49.1,7.4,8.0
2682,Texas,Hunt,28.9,31.5,37.1,41.0,38.4,41.3,8.2,9.6
2683,Texas,Hutchinson,28.8,31.4,39.9,36.7,41.1,37.5,11.0,5.2
2684,Texas,Irion,27.9,29.0,36.4,37.7,37.5,38.3,8.6,8.7
2685,Texas,Jack,30.5,31.1,37.9,38.5,39.2,39.3,7.4,7.4
2686,Texas,Jackson,29.4,32.3,37.3,41.0,38.4,42.2,7.9,8.7
2687,Texas,Jasper,29.5,36.4,36.0,41.0,37.1,42.2,6.5,4.7
2688,Texas,Jeff Davis,27.2,30.1,32.7,36.0,34.0,37.0,5.6,5.9
2689,Texas,Jefferson,29.0,34.4,35.8,42.2,37.0,43.0,6.8,7.8
2690,Texas,Jim Hogg,27.9,37.9,40.2,45.5,41.6,46.7,12.3,7.6
2691,Texas,Jim Wells,28.1,35.0,37.4,44.2,38.6,45.2,9.3,9.1
2692,Texas,Johnson,30.8,28.9,38.4,36.7,39.5,37.7,7.6,7.9
2693,Texas,Jones,30.9,35.0,39.5,43.5,40.6,44.4,8.6,8.4
2694,Texas,Karnes,31.1,36.8,37.4,42.7,38.5,43.4,6.3,5.8
2695,Texas,Kaufman,29.1,31.8,37.4,39.3,38.6,40.0,8.2,7.6
2696,Texas,Kendall,24.9,27.3,31.1,28.9,31.5,29.4,6.2,1.7
2697,Texas,Kenedy,28.5,35.1,37.0,41.5,38.0,42.6,8.5,6.4
2698,Texas,Kent,28.4,30.1,34.1,35.0,35.3,35.7,5.7,4.9
2699,Texas,Kerr,25.7,26.6,31.6,33.7,32.7,34.4,5.9,7.1
2700,Texas,Kimble,29.7,31.0,36.5,39.4,37.6,40.3,6.9,8.4
2701,Texas,King,28.7,29.3,35.7,37.5,36.8,37.8,7.0,8.2
2702,Texas,Kinney,29.4,35.9,38.1,43.8,39.6,45.4,8.6,7.9
2703,Texas,Kleberg,28.6,34.0,35.0,41.3,36.1,42.8,6.5,7.3
2704,Texas,Knox,29.0,33.7,36.3,41.3,37.1,42.3,7.3,7.6
2705,Texas,La Salle,31.0,41.3,41.8,49.9,43.0,51.2,10.8,8.7
2706,Texas,Lamar,27.1,31.1,34.9,36.1,36.0,37.1,7.8,5.0
2707,Texas,Lamb,30.7,34.8,37.0,40.9,37.9,42.0,6.2,6.0
2708,Texas,Lampasas,28.2,31.6,34.8,36.4,35.8,37.0,6.6,4.8
2709,Texas,Lavaca,30.3,33.4,36.6,39.3,37.7,40.1,6.3,5.9
2710,Texas,Lee,29.5,33.6,37.4,38.3,38.6,39.5,7.9,4.7
2711,Texas,Leon,29.5,31.6,38.2,37.4,39.5,38.2,8.7,5.7
2712,Texas,Liberty,32.3,36.8,38.3,43.1,39.3,44.0,6.0,6.4
2713,Texas,Limestone,32.7,36.1,37.4,41.4,38.5,42.5,4.6,5.3
2714,Texas,Lipscomb,27.8,31.4,34.9,36.5,36.0,37.2,7.1,5.1
2715,Texas,Live Oak,28.9,33.4,36.0,40.2,37.2,40.8,7.1,6.8
2716,Texas,Llano,27.4,28.6,35.3,32.5,36.6,33.6,7.9,3.9
2717,Texas,Loving,28.8,32.3,34.9,35.5,36.4,37.8,6.1,3.2
2718,Texas,Lubbock,27.1,28.4,33.6,36.5,34.6,37.3,6.4,8.0
2719,Texas,Lynn,30.3,34.9,36.4,40.7,37.6,41.5,6.2,5.8
2720,Texas,Madison,28.1,34.0,39.4,42.5,40.6,42.8,11.3,8.4
2721,Texas,Marion,34.3,37.9,40.7,45.0,42.1,45.3,6.5,7.1
2722,Texas,Martin,30.3,34.5,37.2,40.2,38.3,41.0,6.9,5.7
2723,Texas,Mason,27.7,28.7,35.6,35.6,36.8,36.1,7.8,6.9
2724,Texas,Matagorda,31.3,34.2,36.6,40.4,37.7,40.9,5.3,6.2
2725,Texas,Maverick,32.1,46.5,41.6,47.5,42.9,48.4,9.6,0.9
2726,Texas,McCulloch,30.5,32.9,37.0,37.9,38.0,39.3,6.5,5.1
2727,Texas,McLennan,29.8,31.9,34.4,40.9,35.4,41.5,4.6,9.0
2728,Texas,McMullen,27.9,32.7,37.5,38.7,38.9,39.2,9.5,6.0
2729,Texas,Medina,29.0,35.2,35.9,40.7,37.0,41.4,6.9,5.5
2730,Texas,Menard,30.2,32.7,35.4,38.8,36.8,39.5,5.2,6.1
2731,Texas,Midland,27.5,31.5,36.2,34.6,37.4,35.3,8.7,3.2
2732,Texas,Milam,30.2,36.5,37.1,40.7,38.2,41.7,6.9,4.2
